score;content;sentimen
5;Top banget,,aplikasi terbaik aman dan mudah terpercaya sudah terdaftar di OJK dll,,dan banyak macam investasinya saya sangat senang investasi diisni bisa cuan terus<<!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;Positif
5;nggak ribet;Positif
5;Ajaib terbaikk;Positif
2;Verikasi akun Untuk Profesi Masi pelajar/Mahasiswa agak susah udah ditulisan prodesi Pelajar/Mahasiswa kenapa harus dicantumkan ini dan itu padahal juga kan pelajar mana harus nyantumin NPWP Hari sabtu/minggu kantor dinas ngak ada melayanin apalagi pelajar.-';Negatif
5;Mantep!;Positif
5;Bagus cuma jam kerjanya terlalu pendek;Positif
5;👍👍👍;Positif
5;Cocok banget buat invest & trader. Mantap!;Positif
5;Sangatlah membantu untuk masa depan anak2;Positif
5;Mantap,mudah di pahami,👍👍👍;Positif
5;Terlalu lama verifikasi pendaftarannya;Positif
5;"Dengan app 🧞ajaib saya merasa sangat... Dimudah kan sekali Dalam berinvestasi di saham📊 banyak fitur"" 🗃️ Yang membantu sekali pagi pemula... tampilan yang simpel mudah dipahami dan paling komplit untuk menganalisis suatu incaran Cs. nya juga ramah🥰 respon cepat👍";Positif
5;aplikasi ini sungguh sangat memuaskan, tidak akan rugi jika kita memakai aplikasi ini. top markotop sekali👍👍;Positif
5;Mantap ajaib;Positif
5;Ok baik;Positif
5;Ajaib aplikasi yang baik untuk investasi dimasa kini;Positif
5;parah c;Positif
5;Belajar investasi dulu ya, biar bermanfaat.. Good Job Ajaib.;Positif
5;Bagus bangettff;Positif
5;Aplikasi bagus dan mudah digunakan;Positif
5;AJAIB.... MANTUL BANGET LOHHH!!!;Positif
5;Nice nice!! Ngebantu aku banget sih aplikasi ini, investasi reksa dana, yuhuu!! 😍😍;Positif
5;mudah banget!;Positif
5;Aplikasi keren mantappp bangett;Positif
5;Aplikasinya sangat bagus;Positif
5;ajaib ini memang aplikasi yang sangat ajaib karna dengan ajaib sya bisa invest untuk dana pensiun mulai dari skrng, ayo ajaib kamu bisa menjadi yang paling ajaib;Positif
5;Bagus sekali keren;Positif
5;Aplikasinya bagus grafik mudah di pahami tapi...kalau bermain di pasar uang itu konfirmasi nya lama banget pada hal bukan di hari libur harus nunggu 3-4 hari;Positif
5;Aplikasi terpercaya & mudah digunakan bagi pemula;Positif
5;mantap👍;Positif
5;Aplikasi ini sangat membantu untuk inverstasi, ajaib banget;Positif
5;aplikasi nya bagus banget,,mudah digunakan,,semoga kedepannya aplikasi ini dapat menambah atau meningkatkan fitur-fitur yang lain;Positif
5;apk nya bagus bgt;Positif
5;Mudah digunakan, nicee;Positif
5;Bagus sekali;Positif
5;Nice;Positif
5;Bagus;Positif
5;Mantap;Positif
5;Bagussssss;Positif
5;Jossss;Positif
5;Aplikasinya bagus dan sudah terdaftar di ojk;Positif
1;Kok tampilan chartnya sangat kecil sekali. Sampai tk bisa di lihat. Ketika mencoba membukanya..;Negatif
5;Baguss banget ih aplikasinya, cocok untuk pemula 🙀😻;Positif
5;Aplikasinya mudah digunakan dan keamanannya sangat baik. Fiturnya mudah digunakan dan sangat nyaman untuk berinvestasi.;Positif
5;Mantap😍;Positif
5;"Selama pakai ajaib aman"" saja saat top up maupun penarikan tidak membutuhkan waktu lama. Thanks Ajaib";Positif
5;Bagus;Positif
5;Recomended sekale gaes !!!!!!!!!!!!!!!;Positif
5;Bagus banget aplikasinya;Positif
5;Bagus;Positif
5;Aplikasi terkeren yang pernah saya download 👍;Positif
5;Sangat Bagus;Positif
5;Aplikasi nya bagussss;Positif
5;Keren bangett buat para investor pemula wajib instal aplikasi ini, selain mudah, aplikasi ini juga terpercaya banget karena sudah diawasi oleh OJK langsung ✨✨;Positif
5;aplikasinya recomended bangett;Positif
5;aplikasi bagus, mudah digunakan;Positif
5;Aplikasinya bagus;Positif
5;Good;Positif
5;good;Positif
5;Bagus;Positif
5;Good job;Positif
5;Masih meragukan;Positif
5;Bagus banget;Positif
5;Saya suka dengan aplikasi ajaib ini;Positif
5;aplikasi ini cocok untuk pemula yg ingin mencoba berinvestasi;Positif
5;Keren aplikasinya 😍🥰;Positif
5;Jozz... 👍👍;Positif
5;Saya tidak menduka,dapat bertemu denganmu yang merubah hari hariku menjadi lebih indah;Positif
5;Aplikasi bagus buat kalian yg ingin investasi;Positif
5;Aplikasi ajaib sangat mudah digunakan untuk pemula yang ingin belajar mengenai investasi saham dan reksa dana karena terdapat fitur panduan yang dapat memudahkan dalam belajar. Selain itu aplikasi ini juga aman karena telah terdaftar di OJK.;Positif
5;Coba;Positif
5;Aplikasi yang mudah dipahami untuk pemula belajar saham dan reksadana 😍😍;Positif
5;Anjirr lah.. harga nya tidak uptade sekali.. bikin emosi;Positif
5;Aplikasi yang mudah dipahami untuk pemula belajarsaham dan reksadana;Positif
5;Mantap sekali cuy;Positif
5;very recommended;Positif
5;Baik;Positif
1;Saya mendafrat dan tidak tervalidasi.;Negatif
5;Perfect,, membantu banget untuk seseorang menjadi investor handal;Positif
5;aplikasinya keren banget;Positif
5;TOP untuk yang mau berusaha;Positif
5;Sangat bagus dan bermanfaat;Positif
1;Saran saya klw mau verif email itu pake kode aja jangan link , mana mau kyc harus ke email dan link dari email nya malah ke play store gk ke apk nya langsung emg gk jelas daftar kyc aja di persulit apk ampas;Negatif
5;Good project;Positif
5;Mantap banget aplikasinya, sangat membantu banget 🤩;Positif
5;Terbaik;Positif
2;Coba dlu;Negatif
5;Keren banget aplikasinya;Positif
5;Keren banget;Positif
5;Excelenly;Positif
5;Coba dulu;Positif
5;keren banget bagus bangeet. suka❤️❤️❤️❤️;Positif
5;Aplikasinya cukup mudah di gunakan bahkan ada update berita yang membantu memahami apa yang sedang terjadi;Positif
5;aplikasi nya memuaskan;Positif
5;Sudah setahun saya pakai Ajaib,, alhamdullilah tidak pernah ada kendala,,;Positif
5;Aplikasi yg bagus;Positif
5;Si mantap terus;Positif
5;investasi emang penting sejak dini ✨;Positif
1;Ganti nomor rekening ga bisa, mau tambah inves jadi ga bisa, mau tarik dana juga ga bisa..;Negatif
5;Seneng sama fitur-fitur di ajaib, sukses selalu sekuritas ajaib :);Positif
5;Aplikasi untuk mempermudah kita yg Anak muda yg ingin berinvestasi tapi masih ada keraguan di hati, tapi dengan adanya ajaib, semua terasa mudah;Positif
5;Wow keren bangett!!;Positif
5;nicee;Positif
5;user interface sangat friendly buat user pemula, alat analisis dan sistem bidnya juga mudah dipahami;Positif
5;bagus sekali mantap;Positif
5;Sangat baik;Positif
1;mengapa sering log-out terus ya<!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!<!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!<!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!<!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;Negatif
2;Refund uang sangat ribet. Awal refund pakai kartu rekening sendiri salah. Karena alesan nya pakai e wallet awal TF uang nya. Giliran sudah Di ubah kembali pakai e wallet salah juga. Sangat kecewa..;Negatif
5;Bagus dan worth it banget;Positif
5;Sangat mudah digunakan;Positif
5;Aplikasi nya kerennnn, recommended buat yang baru belajar invest;Positif
5;Bagus dan mudah digunakan. Apakah aplikasi Ajaib ada fitur robo task untuk stop loss, profit taking dan Trailing stop;Positif
5;Bagus;Positif
5;Siippp;Positif
1;SANGAT BURUK, SINYAL BAIK KATANYA BURUK!!!!!!;Negatif
5;Aplikasi yang sangat bagus, mantap👍;Positif
5;Ajaibb sekalee;Positif
5;baru coba, semoga lancar;Positif
5;apknyaa baguus bangeet:((;Positif
5;Semoga Amanah;Positif
5;Sejauh ini cukup baik;Positif
5;💙💙💙;Positif
5;aplikasinya bagus, mudah dalam pengoperasiannya dan para pemula yang ingin belajar investasi pun senang karena terdapat panduan didalamnya. semoga tetap konsisten, dan akan lebih baik lagi dapat meningkatkan Kualitas aplikasinya.;Positif
5;sangat membantu untuk para investor pemula;Positif
5;👍👍👍👍;Positif
5;Gooddddd;Positif
5;Mantap;Positif
5;Mantap banget keren aplikasi, worth it bgt;Positif
5;Keren bat sih harus download ini aplikasi;Positif
5;Lope2 lope2🥰🥰🥰;Positif
5;sudah daptar susah banget masuknya bantu dong admin;Positif
5;Cukup Bagus bagi Penggunaan pertama;Positif
5;Goodd;Positif
5;Keren banget mantep dah;Positif
5;Wowww ini aplikasi sangat bagus buat investasi kalian cukup mengandalkan uang kita punya terus transaksinya juga mudah banget ga bikin ribet deh. Terus di aplikasi ini terdapat banyak sekali fitur fitur yang dapat memudahkan dalam segala transaksi. Pokoknya ini app the best banget dehh👍;Positif
2;Kenapa saya mau daftar nik saya selalu salah;Negatif
1;Apa arti ngelag wkwkwk;Negatif
5;Good App👍;Positif
5;Worth it sih;Positif
5;Nice;Positif
5;"Hari ini kenapa tidak bisa transaksi, tiap mau order pasti ada tulisan ""customer suspend buy"" padahal buying power masih 5jt lebih";Positif
5;Worth it bgt ni rekomendasi bgt;Positif
5;Good luck 😃;Positif
5;Sudah terdaftar di OJK, dapat dipastikan aman. Semoga bisa investasi di sini terus.;Positif
5;Bagus;Positif
5;Mudah investasi;Positif
5;Mantap;Positif
5;Ajib;Positif
5;Lemot aplikasinya;Positif
5;Aman mudah dan amanah;Positif
5;So far so good ini apps..;Positif
1;Kalo investor pesan IPO jangan kebanyakan ditolak;Negatif
5;Aplikasi aman dan terpercaya;Positif
5;Ok;Positif
5;Sy baru coba & udah beli saham setelah 5 hari ko ga bisa masuk suruh daftar lg dan tetep ga bisa tolong dong apakah bisa di jelaskan ajaib?sy kasih 2 dulu kalo nantinya baik & ga ada masalah sy kasih 5;Positif
5;Woww;Positif
5;Mantap;Positif
2;Jual/beli lama banget,kadang ga bisa matc;Negatif
5;Sangat bagus dan bermanfaat Sukses selalu;Positif
1;Riwayat transaksi saham saya hilang semua, ada yg pernah ngalamin sesama pengguna ajaib? Atau admin bisa jawab?;Negatif
5;Keren;Positif
5;Aplikasi yang keren bangettt, buat yang mau belajar investasi saham. Apalagi buat pemula;Positif
5;aplikasinya sangat membantu dan bagus bangettt ❤️;Positif
5;Good;Positif
5;Ajaib keren banget, Dah lama mau masuk pasar modal tapi baru tau caranya setelah Nemu apk ini Buat man teman pakai kode referal saya saat daftar agar dapat hadiah saham gratis.;Positif
5;Bagua;Positif
5;Aplikasi yang menarik;Positif
5;Aplikasi ini sangat membantu :) Terimakasih Ajaib dengan ajaib hidupku menjadi sangat ajaib :);Positif
5;Cocok bgt untuk pemula;Positif
5;Bagus untuk mulai investasi;Positif
5;Mantap bro;Positif
5;SUMPAH ini aplikasi asik banget, udah include semua. Pokoknya ajaib keren pake banget sih!;Positif
5;Apk mudah digunakan, thanks to ajaib😀;Positif
5;Ajaib cocok buat yg mau blajar saham👍🏻👍🏻;Positif
5;Aplikasi rekomenden Sangat membantu bagi investor pemula, simpel mudah digunakan, tinggal di pelajari, paham kemudian investasi 🤗🤗🤗👍;Positif
5;Review jujur selama beberpaa tahun make ajaib 1. Gw jarang boncos make app ini 2. Kadang masih ada delay di app antara harga beli dan jual..... meskipun sepertinya ajaib sdh menerapkan real time.... 3. Sdh jarang error good job 4. Buat gw yg retail kadng sering boncosnya bukan karena telat sell buy mgkin pas pra pasar ajaib 5. Gw selama make ajaib Buat E-IPO selalu dpt sesuai dgn yg di pesan makasi ajaib..... selalu lebih dlu mgkin dpt penjatahan cocok sesuai partisipan sistem e ipo no 1 di indo;Positif
5;Recommended;Positif
1;Wahhh parah saya transaksi 1,5 jt cuma masuk 1jt.. Trus penarikan 1jt gaada masuk rekening ☹️ gimana solusi kelanjutan nya ini.. Admin mohon balas nanti tak kasih tau akun ajaib ku;Negatif
5;sangat puas;Positif
5;mantap lagi;Positif
5;Bagus bt cocok buat yang belajar investasi;Positif
5;Bismilah.. semoga berkah untuk dunia dan akhirat.. aamiin;Positif
5;Sangat bermanfaat;Positif
5;Aplikasi mantap;Positif
5;Sangat bermanfaat sekali, aplikasi mantap;Positif
5;sangat bermanfaat;Positif
5;Mantap ajaib;Positif
5;Bagus;Positif
5;Keren banget;Positif
5;Aplikasi yang keren banget;Positif
5;Aplikasi yang sangat bermanfaat;Positif
5;Keren banget aplikasinya;Positif
5;Mantap banget aplikasi ajaib;Positif
5;Sangat bagus;Positif
5;Keren banget aplikasinya, gabakal nyesel pake ajaib !;Positif
5;Aplikasi yang mudah dioperasikan !;Positif
5;Saat ini masih dalam tahap dan proses mempelajari;Positif
5;Mantep ajaib;Positif
5;Aplikasi yang membantu;Positif
5;Ajaib mantap !;Positif
5;Ajaib keren !;Positif
5;Aplikasinya sangat membantu;Positif
5;Aplikasi yang keren;Positif
5;Keren👍👍👍;Positif
5;Keren;Positif
5;mantap;Positif
5;Aplikasi yang sangat keren;Positif
5;Aplikasi yang membantu;Positif
5;Aplikasi ini bagus banget untuk belajar investasi, sistem lancar, semoga seperti ini terus ya;Positif
5;Manteppp. dikasih bintang 5;Positif
5;Aplikasi yang bagus;Positif
1;mohon kepada pengelola, sudah hampir 1 bulan saya tarik dana selalu muncul pesan invalid akun padahal proses perubahan rekening sudah selesai dan rekening saya sudah benar tapi tetap tidak bisa saya tarik selalu muncul pesan invalid akun, dan sudah saya kirim email mengenai permasalahan saya sejak 18 januari tapi tidak ada tanggapan dari saudara menanggapi email saya, tolonglah mudahkan urusan saya;Negatif
5;Yuuuk.. Investasi di ajaib, banyak keuntunganya lho..;Positif
5;Aplikasi menakjubkan n kece parah, good job🤤👍kata gweh lu smwa kudu download ni aplikasi, mantap bener dah🤩 wassalam;Positif
5;Bintang berbicara proses sangat cepat daftar pagi sore sudah verifikasi terima kasih ajaib memang ajaib;Positif
5;Nambah pengetahuan tentang saham nih, kita bisa invest sesuka kita nominalnya😭❤️;Positif
5;Sayang bermanfaat, buat beli makan sehari2, keperluan walaupun dikit kalo dikit2 menjadi bukit ❤️;Positif
5;Aplikasi yang bermanfaat, menambah pengetahuan kita dalam bermain taktik investasi;Positif
5;Yeayyy nambah uang jajan, walaupun dikit tapi bisa buat beli cimol hehe;Positif
5;Bisa menambah wawasan kita tentang investasi, belajar mencari uang sendiri;Positif
5;Aplikasi bagusss,,, nambah pengetahuan investasi dan nambah uang jajan;Positif
5;Aplikasinya bagus bangettttt;Positif
5;Jadi ketagihan gara2di ajaib..AJAIB memang AJIB👍👍👍😀😀😀;Positif
5;Good appp!!!;Positif
5;Aplikasinya bagusss banget, bisa menambah uang jajan, uangnya buat beli makanan kucing hehe;Positif
5;Aplikasinya mudah digunakan dan sangat membantu;Positif
5;Mantap Ajaib;Positif
5;apknya bagus, buat investasi saham, nambah uang jajan, terimakasih ajaib;Positif
5;baguss gampang di gunain cocok buat pemula yg baru mau belajar investasi 👍🏽;Positif
5;Mantappp;Positif
5;Kerennn;Positif
5;Likuiditas nya sangat baik;Positif
5;Meledak profit nya guys;Positif
5;Ngajoak pokona mah hebat;Positif
5;Mengkeren biangettt;Positif
5;Keren abis!!!;Positif
5;App user friendly,mudah dipahami dan semoga bisa terus investasi buat masa depan yg lebih baik😇 udah 2 bulan pake dan alhamdulillah tfg ada kendala baik tarik rdn,dll...semoga bisa hold saham issi lebih byk lagi,Aamiin😇📈💸💰;Positif
5;Aplikasi yang baik, cocok untuk berinvestasi.;Positif
5;sangat bagus 👍;Positif
5;Aplikasi yang bagus keren dan memudahkan terima kasih;Positif
5;Tampilan tatap mukanya enak bgt. Ga bosenin buat dilihat.;Positif
5;Apssnya cocok bgt buat siapa aja yang mau belajar investasi ❤️❤️;Positif
5;fiturnya lengkap banget dan mudah diakses, gak ribet. cocok buat yang baru belajar investasi;Positif
5;Suka banget sama nih aplikasi 🥰 udah lama pake aplikasi ini dan bagus banget;Positif
5;Aplikasi ajaib ini sangat bermanfaat karena membantu saya belajar mengenai investasi. Berharap aplikasi ini semakin ditingkatkan fitur-fiturnya dan semoga semakin memberi manfaat bagi orang banyak.;Positif
5;Aplikasinya mudah digunakan, cocok untuk pemula dan juga terpercaya. Top banget lah 👍;Positif
5;Sangat membantu sekali untuk berinvestasi;Positif
